date,value
2014-01-22,91.46931957637108
2014-01-23,104.45298867144027
2014-01-24,101.18555908618957
2014-01-25,96.07382976926259
2014-01-26,100.83994216118603
2014-01-27,107.67665912569805
2014-01-28,95.85597255275435
2014-01-29,105.75602471795324
2014-01-30,101.37785306903825
2014-01-31,94.5225869548819
2014-02-01,105.8452409973817
2014-02-02,102.45482985841836
2014-02-03,106.47171359186954
2014-02-04,90.8267131994952
2014-02-05,113.29777469451
2014-02-06,105.84475235184699
2014-02-07,97.5446236705497
2014-02-08,90.16407152137151
2014-02-09,89.35277702625817
2014-02-10,96.3684033166369
2014-02-11,113.07134808135348
2014-02-12,94.90267158157131
2014-02-13,100.32761942837737
2014-02-14,114.08060107376424
2014-02-15,91.06024704146245
2014-02-16,102.17769584939947
2014-02-17,97.47055047064677
2014-02-18,91.31950720454464
2014-02-19,97.09468493442257
2014-02-20,98.47671161691238
2014-02-21,106.20175401160206
2014-02-22,114.14135980114193
2014-02-23,97.61316927726462
2014-02-24,112.55362782784212
2014-02-25,91.89808252670676
2014-02-26,81.4418621895512
2014-02-27,97.60798480738208
2014-02-28,106.23804191986868
2014-03-01,88.26066533702091
2014-03-02,91.74950796064628
2014-03-03,93.60491731601283
2014-03-04,89.80707436775742
2014-03-05,89.51540894055216
2014-03-06,101.03307858468074
2014-03-07,76.82841360356302
2014-03-08,82.69522178752268
2014-03-09,107.38231026895774
2014-03-10,94.13000854160128
2014-03-11,101.68421974624755
2014-03-12,109.39535970277669
2014-03-13,91.01379538426949
2014-03-14,89.8220777739624
2014-03-15,96.4201942096521
2014-03-16,94.70958654647369
2014-03-17,115.68843646842224
2014-03-18,103.54281497989817
2014-03-19,92.84599301238407
2014-03-20,110.89994705551346
2014-03-21,102.98768678172627
2014-03-22,84.91863446810284
2014-03-23,81.73947877997895
2014-03-24,89.87551435225141
2014-03-25,93.47604885881668
2014-03-26,96.5856734140118
2014-03-27,84.17797530343194
2014-03-28,106.38035597300782
2014-03-29,120.66748084960557
2014-03-30,100.36107902127537
2014-03-31,104.29642495885557
2014-04-01,116.2391277233376
2014-04-02,98.85494990274256
2014-04-03,95.35480067976094
2014-04-04,87.34168974383977
2014-04-05,101.99020893185131
2014-04-06,85.98863421541674
2014-04-07,99.06498352681263
2014-04-08,113.81403797436195
2014-04-09,91.85323774548931
2014-04-10,110.97174306996583
2014-04-11,83.93396574689514
2014-04-12,117.94379359329318
2014-04-13,83.22053956802849
2014-04-14,89.15014506335453
2014-04-15,95.93883866943978
2014-04-16,113.1190628118263
