player_id, img
1, /root/work/media/images/players/player_1.png
2, /root/work/media/images/players/player_2.png
3, /root/work/media/images/players/player_1.png
4, /root/work/media/images/players/player_2.png
5, /root/work/media/images/players/player_1.png
6, /root/work/media/images/players/player_2.png
7, /root/work/media/images/players/player_1.png
8, /root/work/media/images/players/player_2.png
9, /root/work/media/images/players/player_1.png
10, /root/work/media/images/players/player_2.png
11, /root/work/media/images/players/player_1.png
12, /root/work/media/images/players/player_2.png
13, /root/work/media/images/players/player_1.png
14, /root/work/media/images/players/player_2.png
15, /root/work/media/images/players/player_1.png
16, /root/work/media/images/players/player_2.png
17, /root/work/media/images/players/player_1.png
18, /root/work/media/images/players/player_2.png
19, /root/work/media/images/players/player_1.png
20, /root/work/media/images/players/player_2.png
21, /root/work/media/images/players/player_1.png
22, /root/work/media/images/players/player_2.png
23, /root/work/media/images/players/player_1.png
24, /root/work/media/images/players/player_2.png
25, /root/work/media/images/players/player_1.png
26, /root/work/media/images/players/player_2.png
27, /root/work/media/images/players/player_1.png
28, /root/work/media/images/players/player_2.png
29, /root/work/media/images/players/player_1.png
30, /root/work/media/images/players/player_2.png
31, /root/work/media/images/players/player_1.png
32, /root/work/media/images/players/player_2.png
33, /root/work/media/images/players/player_1.png
34, /root/work/media/images/players/player_2.png
35, /root/work/media/images/players/player_1.png
36, /root/work/media/images/players/player_2.png
37, /root/work/media/images/players/player_1.png
38, /root/work/media/images/players/player_2.png
39, /root/work/media/images/players/player_1.png
40, /root/work/media/images/players/player_2.png
41, /root/work/media/images/players/player_1.png
42, /root/work/media/images/players/player_2.png
43, /root/work/media/images/players/player_1.png
44, /root/work/media/images/players/player_2.png
45, /root/work/media/images/players/player_1.png
46, /root/work/media/images/players/player_2.png
47, /root/work/media/images/players/player_1.png
48, /root/work/media/images/players/player_2.png
49, /root/work/media/images/players/player_1.png
50, /root/work/media/images/players/player_2.png
51, /root/work/media/images/players/player_1.png
52, /root/work/media/images/players/player_2.png
53, /root/work/media/images/players/player_1.png
54, /root/work/media/images/players/player_2.png
55, /root/work/media/images/players/player_1.png
56, /root/work/media/images/players/player_2.png
57, /root/work/media/images/players/player_1.png
58, /root/work/media/images/players/player_2.png
59, /root/work/media/images/players/player_1.png
60, /root/work/media/images/players/player_2.png
61, /root/work/media/images/players/player_1.png
62, /root/work/media/images/players/player_2.png
63, /root/work/media/images/players/player_1.png
64, /root/work/media/images/players/player_2.png
65, /root/work/media/images/players/player_1.png
66, /root/work/media/images/players/player_2.png
67, /root/work/media/images/players/player_1.png
68, /root/work/media/images/players/player_2.png
69, /root/work/media/images/players/player_1.png
70, /root/work/media/images/players/player_2.png
71, /root/work/media/images/players/player_1.png
72, /root/work/media/images/players/player_2.png
73, /root/work/media/images/players/player_1.png
74, /root/work/media/images/players/player_2.png
75, /root/work/media/images/players/player_1.png
76, /root/work/media/images/players/player_2.png
77, /root/work/media/images/players/player_1.png
78, /root/work/media/images/players/player_2.png
79, /root/work/media/images/players/player_1.png
80, /root/work/media/images/players/player_2.png
81, /root/work/media/images/players/player_1.png
82, /root/work/media/images/players/player_2.png
83, /root/work/media/images/players/player_1.png
84, /root/work/media/images/players/player_2.png
85, /root/work/media/images/players/player_1.png
86, /root/work/media/images/players/player_2.png
87, /root/work/media/images/players/player_1.png
88, /root/work/media/images/players/player_2.png
89, /root/work/media/images/players/player_1.png
90, /root/work/media/images/players/player_2.png
91, /root/work/media/images/players/player_1.png
92, /root/work/media/images/players/player_2.png
93, /root/work/media/images/players/player_1.png
94, /root/work/media/images/players/player_2.png
95, /root/work/media/images/players/player_1.png
96, /root/work/media/images/players/player_2.png
97, /root/work/media/images/players/player_1.png
98, /root/work/media/images/players/player_2.png
99, /root/work/media/images/players/player_1.png
100, /root/work/media/images/players/player_2.png
101, /root/work/media/images/players/player_1.png
102, /root/work/media/images/players/player_2.png
103, /root/work/media/images/players/player_1.png
104, /root/work/media/images/players/player_2.png
105, /root/work/media/images/players/player_1.png
106, /root/work/media/images/players/player_2.png
107, /root/work/media/images/players/player_1.png
108, /root/work/media/images/players/player_2.png
109, /root/work/media/images/players/player_1.png
110, /root/work/media/images/players/player_2.png
111, /root/work/media/images/players/player_1.png
112, /root/work/media/images/players/player_2.png
113, /root/work/media/images/players/player_1.png
114, /root/work/media/images/players/player_2.png
115, /root/work/media/images/players/player_1.png
116, /root/work/media/images/players/player_2.png
117, /root/work/media/images/players/player_1.png
118, /root/work/media/images/players/player_2.png
119, /root/work/media/images/players/player_1.png
120, /root/work/media/images/players/player_2.png
121, /root/work/media/images/players/player_1.png
122, /root/work/media/images/players/player_2.png
123, /root/work/media/images/players/player_1.png
124, /root/work/media/images/players/player_2.png
125, /root/work/media/images/players/player_1.png
126, /root/work/media/images/players/player_2.png
127, /root/work/media/images/players/player_1.png
128, /root/work/media/images/players/player_2.png
129, /root/work/media/images/players/player_1.png
130, /root/work/media/images/players/player_2.png
131, /root/work/media/images/players/player_1.png
132, /root/work/media/images/players/player_2.png
133, /root/work/media/images/players/player_1.png
134, /root/work/media/images/players/player_2.png
135, /root/work/media/images/players/player_1.png
136, /root/work/media/images/players/player_2.png
137, /root/work/media/images/players/player_1.png
138, /root/work/media/images/players/player_2.png
139, /root/work/media/images/players/player_1.png
140, /root/work/media/images/players/player_2.png
141, /root/work/media/images/players/player_1.png
142, /root/work/media/images/players/player_2.png
143, /root/work/media/images/players/player_1.png
144, /root/work/media/images/players/player_2.png
145, /root/work/media/images/players/player_1.png
146, /root/work/media/images/players/player_2.png
147, /root/work/media/images/players/player_1.png
148, /root/work/media/images/players/player_2.png
149, /root/work/media/images/players/player_1.png
150, /root/work/media/images/players/player_2.png
151, /root/work/media/images/players/player_1.png
152, /root/work/media/images/players/player_2.png
153, /root/work/media/images/players/player_1.png
154, /root/work/media/images/players/player_2.png
155, /root/work/media/images/players/player_1.png
156, /root/work/media/images/players/player_2.png
157, /root/work/media/images/players/player_1.png
158, /root/work/media/images/players/player_2.png
159, /root/work/media/images/players/player_1.png
160, /root/work/media/images/players/player_2.png
161, /root/work/media/images/players/player_1.png
162, /root/work/media/images/players/player_2.png
163, /root/work/media/images/players/player_1.png
164, /root/work/media/images/players/player_2.png
165, /root/work/media/images/players/player_1.png
166, /root/work/media/images/players/player_2.png
167, /root/work/media/images/players/player_1.png
168, /root/work/media/images/players/player_2.png
169, /root/work/media/images/players/player_1.png
170, /root/work/media/images/players/player_2.png
